user_age_group,shop_category,order_hour,order_dayofweek,user_avg_order_amount,shop_avg_price,user_order_count,shop_order_count,label
중등,분식,17,3,6206.666666666667,3723.9077669902913,15,824,0
고등,한식,12,6,7000.0,8776.073619631901,28,163,1
고등,카페디저트,17,3,5925.925925925926,5152.866242038216,27,157,0
초등,베이커리,18,2,4362.068965517241,4479.619565217391,29,368,0
중등,중식,12,6,6363.636363636364,8267.313019390582,11,361,1
중등,분식,17,0,5940.0,3881.5261044176705,25,1245,0
초등,패스트푸드,12,0,4890.625,8250.0,32,678,0
고등,카페디저트,19,0,7105.263157894737,4225.490196078431,19,255,0
고등,일식,15,0,6911.764705882353,10548.429319371728,17,382,0
고등,양식,17,2,9264.70588235294,12017.241379310344,17,29,1
중등,기타,12,5,7366.666666666667,7552.631578947368,30,152,1
초등,분식,15,2,7413.04347826087,4837.912087912088,23,364,0
중등,양식,15,2,6795.454545454545,8544.262295081968,22,610,1
고등,카페디저트,19,5,7236.363636363636,2656.5891472868216,22,258,0
초등,분식,8,3,5833.333333333333,3845.3237410071943,15,278,0
초등,일식,13,2,6000.0,9099.439775910365,16,357,0
초등,양식,16,0,4875.0,8373.684210526315,16,95,1
초등,베이커리,15,2,5300.0,2896.6244725738397,25,237,0
고등,카페디저트,20,4,8380.0,5426.605504587156,25,109,1
초등,분식,16,2,6066.666666666667,4314.528593508501,30,647,0
중등,카페디저트,20,5,6026.315789473684,4387.921653971708,19,919,0
중등,분식,18,1,7464.285714285715,5954.397394136808,14,307,0
고등,카페디저트,18,6,6884.615384615385,4959.183673469388,13,98,0
초등,베이커리,16,0,6318.181818181818,5097.744360902256,22,266,0
초등,양식,7,6,5725.0,8378.881987577639,20,161,1
고등,일식,18,4,8615.384615384615,10000.0,13,76,1
중등,분식,16,2,5888.888888888889,4881.4387211367675,18,1126,1
중등,마트,18,1,6520.0,6404.891304347826,25,184,0
초등,패스트푸드,12,3,7192.307692307692,5920.833333333333,13,480,1
고등,양식,16,0,7307.692307692308,8544.262295081968,13,610,1
기타,베이커리,18,0,6200.0,3775.4820936639117,20,363,1
초등,분식,16,2,4464.285714285715,4881.4387211367675,14,1126,1
고등,카페디저트,18,4,7192.307692307692,6629.56204379562,26,274,1
중등,베이커리,16,1,6250.0,5097.744360902256,10,266,1
고등,일식,17,1,8241.379310344828,9970.383275261323,29,287,0
초등,카페디저트,17,0,4423.076923076923,3795.343137254902,26,408,1
고등,카페디저트,19,6,7428.571428571428,5183.098591549296,21,71,0
초등,양식,19,1,8321.42857142857,11528.03738317757,14,107,1
초등,양식,12,5,6982.608695652174,11862.068965517241,23,87,1
초등,베이커리,12,1,4038.4615384615386,3208.029197080292,13,137,0
고등,중식,17,6,7980.0,8616.666666666666,25,450,0
고등,한식,16,6,7153.846153846154,7087.786259541985,13,262,0
초등,마트,16,2,7136.363636363636,7731.21387283237,11,173,0
초등,베이커리,15,0,6433.333333333333,2896.6244725738397,30,237,0
고등,한식,15,0,7750.0,7880.5970149253735,10,67,1
고등,카페디저트,19,5,6352.941176470588,3245.4545454545455,17,110,0
고등,아시안,13,5,8396.551724137931,9322.314049586777,29,121,1
기타,한식,15,0,7545.454545454545,9762.295081967213,11,305,1
초등,패스트푸드,18,6,5725.0,8250.0,40,678,1
초등,분식,15,4,6078.9473684210525,3719.13835956918,19,1207,0
중등,일식,16,3,5727.272727272727,10895.522388059702,33,67,0
중등,패스트푸드,18,6,4894.736842105263,5920.833333333333,19,480,1
고등,카페디저트,17,0,10547.619047619048,5557.142857142857,21,245,0
초등,카페디저트,16,0,4875.0,4959.183673469388,24,98,1
초등,베이커리,12,4,5035.714285714285,3235.8288770053477,28,187,0
중등,분식,15,2,5704.545454545455,3719.13835956918,22,1207,0
초등,일식,15,1,6000.0,9099.439775910365,20,357,1
초등,분식,15,3,4600.0,4522.857142857143,35,525,1
초등,패스트푸드,12,1,3975.757575757576,5953.91061452514,33,358,0
고등,카페디저트,18,2,9236.363636363636,5173.031496062992,11,508,0
초등,분식,16,6,6375.0,3644.4444444444443,16,945,1
초등,편의점,16,5,6043.478260869565,2534.013605442177,23,294,0
중등,분식,13,2,5913.793103448276,4028.1293952180026,29,711,0
초등,카페디저트,17,1,6807.692307692308,5360.429447852761,13,326,1
중등,일식,12,0,7000.0,10046.875,26,64,0
초등,분식,13,4,6815.384615384615,4922.945205479452,26,292,0
초등,한식,12,4,4633.333333333333,7931.137724550898,15,167,0
중등,카페디저트,16,5,5931.818181818182,5173.031496062992,22,508,1
초등,베이커리,16,5,5600.0,3553.8922155688624,15,167,0
중등,일식,15,4,7704.545454545455,10873.015873015873,22,63,0
중등,카페디저트,16,5,7833.333333333333,6629.56204379562,21,274,1
중등,카페디저트,17,4,6300.0,4482.456140350877,15,57,1
중등,패스트푸드,17,4,7000.0,7265.306122448979,15,392,0
중등,베이커리,17,6,7950.0,4270.992366412213,20,131,0
초등,아시안,17,2,6080.952380952381,8003.90625,21,128,0
중등,카페디저트,19,2,7045.454545454545,4325.949367088608,22,948,0
중등,한식,15,5,7666.666666666667,9559.171597633136,33,169,0
중등,카페디저트,17,0,6200.0,5934.782608695652,20,138,0
초등,베이커리,8,1,5868.421052631579,4850.267379679144,19,187,0
중등,한식,16,0,6071.428571428572,8397.435897435897,14,39,1
고등,카페디저트,7,2,8200.0,5152.866242038216,20,157,0
초등,일식,17,4,5323.529411764706,9984.797297297297,17,296,1
중등,일식,16,2,7916.666666666667,11435.185185185184,18,108,1
초등,분식,12,0,4724.137931034483,3634.8039215686276,29,204,1
중등,기타,8,2,7675.0,7988.571428571428,20,175,0
초등,한식,17,6,5300.0,11750.0,25,18,0
초등,일식,16,6,4523.529411764706,8706.697459584295,34,433,1
초등,베이커리,16,6,6890.625,5123.076923076923,32,195,0
중등,한식,17,6,6333.333333333333,8179.245283018868,27,53,1
중등,카페디저트,15,3,4150.0,4106.896551724138,10,290,0
고등,중식,16,6,9823.529411764706,10270.833333333334,17,216,1
초등,베이커리,19,2,5410.714285714285,5090.848806366048,28,754,0
중등,중식,18,2,6571.428571428572,9441.176470588236,21,85,1
중등,일식,19,2,7000.0,9803.73831775701,16,214,0
초등,분식,17,5,5925.0,3719.13835956918,20,1207,0
고등,양식,17,4,6090.909090909091,11168.60465116279,11,172,0
중등,아시안,13,1,7125.0,8003.90625,8,128,1
초등,베이커리,15,3,5942.105263157895,3351.1226252158895,19,579,0
고등,마트,17,5,7458.333333333333,5222.323049001815,12,551,1
초등,패스트푸드,8,1,4757.692307692308,8526.073619631901,26,326,0
고등,베이커리,12,1,5363.636363636364,4212.5,11,560,1
중등,마트,16,6,7316.666666666667,7731.21387283237,30,173,0
기타,한식,15,5,6613.636363636364,8182.5842696629215,22,178,1
중등,한식,17,4,6711.538461538462,7264.619883040936,26,342,1
초등,한식,12,0,6962.962962962963,9986.348122866893,27,293,0
고등,패스트푸드,17,0,7321.428571428572,5920.833333333333,14,480,1
중등,카페디저트,19,4,6120.689655172414,5498.251748251748,29,286,1
중등,카페디저트,18,1,5200.0,4245.098039215686,25,357,0
고등,피자,12,0,5222.222222222223,7931.0344827586205,18,58,1
중등,카페디저트,12,5,5642.857142857143,5152.866242038216,14,157,1
초등,분식,17,0,6093.75,5468.646864686469,16,303,0
중등,분식,8,1,5875.0,3644.4444444444443,24,945,1
고등,카페디저트,19,6,7809.523809523809,4847.540983606557,21,305,1
초등,아시안,15,6,4692.857142857143,8339.506172839507,28,81,1
중등,베이커리,19,6,5411.764705882353,4212.5,17,560,1
중등,카페디저트,15,1,6318.181818181818,3245.4545454545455,11,110,0
고등,중식,18,6,7687.5,9441.176470588236,16,85,0
초등,분식,12,6,4772.727272727273,3927.2197962154296,33,687,1
초등,베이커리,15,3,6307.142857142857,4479.619565217391,14,368,0
중등,양식,18,3,8545.454545454546,9716.04938271605,22,81,1
초등,베이커리,17,1,5096.153846153846,2896.6244725738397,26,237,0
초등,분식,7,0,8021.0526315789475,4837.912087912088,19,364,0
초등,베이커리,12,0,7666.666666666667,5550.802139037433,9,187,0
초등,분식,15,0,6020.833333333333,5227.064220183486,24,218,1
고등,중식,16,5,7783.333333333333,8033.56890459364,30,283,0
초등,한식,16,0,4565.217391304348,8009.708737864078,23,103,0
초등,한식,13,0,5666.666666666667,8933.92857142857,12,280,0
중등,분식,17,3,6029.411764705882,5007.751937984496,17,516,1
초등,분식,17,3,5222.222222222223,3644.4444444444443,27,945,0
중등,베이커리,17,1,4500.0,3077.039274924471,15,331,1
초등,한식,15,1,6144.444444444444,8844.827586206897,18,29,0
중등,카페디저트,20,0,6880.952380952381,5498.251748251748,21,286,1
고등,한식,13,6,6100.0,7087.786259541985,20,262,0
초등,기타,16,2,6740.0,7988.571428571428,25,175,1
중등,분식,18,6,6527.777777777777,4756.965944272446,18,323,0
초등,분식,15,5,6857.142857142857,5007.751937984496,21,516,0
초등,분식,17,0,6500.0,3723.9077669902913,9,824,0
초등,분식,17,4,6800.0,3881.5261044176705,10,1245,0
기타,한식,12,5,6411.764705882353,9967.548076923076,34,416,1
중등,일식,15,1,6850.0,7761.290322580645,20,775,0
초등,분식,18,5,5553.333333333333,3723.9077669902913,30,824,0
초등,분식,16,2,5886.363636363636,4881.4387211367675,22,1126,0
초등,베이커리,16,2,4777.777777777777,3131.8289786223277,27,421,1
초등,카페디저트,17,1,5480.0,4564.417177914111,25,326,1
고등,분식,20,4,6500.0,3881.5261044176705,26,1245,1
기타,한식,17,2,6828.125,9986.348122866893,32,293,0
중등,한식,15,4,5789.473684210527,8328.947368421053,19,152,1
기타,한식,12,0,7347.826086956522,9981.481481481482,23,54,1
고등,일식,19,2,7400.0,9789.0625,20,128,1
중등,카페디저트,15,0,4500.0,4407.942238267148,9,277,1
초등,분식,12,1,5252.631578947368,4622.093023255814,19,258,1
고등,일식,17,0,8733.333333333334,8706.697459584295,15,433,0
초등,베이커리,15,1,4405.882352941177,3351.1226252158895,17,579,0
중등,한식,15,5,6566.666666666667,9072.319201995013,15,401,1
중등,카페디저트,18,0,7100.0,4238.993710691824,10,318,1
고등,중식,17,4,7642.857142857143,8028.761061946902,21,226,0
고등,한식,19,5,7982.142857142857,11409.09090909091,28,44,0
초등,베이커리,15,4,4223.809523809524,3351.1226252158895,21,579,0
초등,베이커리,19,5,4727.272727272727,4143.6781609195405,33,174,1
초등,베이커리,15,1,5400.0,5097.744360902256,20,266,1
고등,한식,19,4,8138.888888888889,8881.31313131313,18,198,0
중등,일식,12,1,9312.5,10140.718562874252,8,167,0
중등,카페디저트,17,0,7129.62962962963,4785.211267605634,27,142,0
기타,기타,12,4,7392.857142857143,7988.571428571428,14,175,1
초등,베이커리,16,3,4909.090909090909,3208.029197080292,22,137,1
중등,카페디저트,12,3,6120.689655172414,5498.251748251748,29,286,1
초등,카페디저트,18,4,8466.666666666666,5808.1841432225065,15,782,1
초등,베이커리,8,2,4925.0,4608.28025477707,20,314,0
고등,편의점,20,6,7428.571428571428,2597.3154362416108,21,298,1
중등,카페디저트,15,2,7423.076923076923,5375.0,13,48,0
고등,기타,19,4,7420.0,8118.343195266272,25,169,1
고등,일식,18,5,7620.689655172414,10408.695652173914,29,115,1
기타,분식,15,2,7260.869565217391,3719.13835956918,23,1207,0
고등,중식,18,5,8100.0,8329.545454545454,13,176,0
중등,베이커리,17,2,4500.0,3077.039274924471,15,331,1
기타,한식,12,4,7425.0,13577.464788732394,20,71,0
중등,분식,9,1,6384.615384615385,3881.5261044176705,13,1245,0
고등,패스트푸드,19,5,7194.117647058823,8871.207430340557,34,323,1
초등,아시안,15,4,7645.833333333333,7682.692307692308,24,52,1
고등,베이커리,17,1,7615.384615384615,5090.848806366048,26,754,1
초등,분식,16,5,6772.727272727273,4881.4387211367675,22,1126,0
초등,분식,7,5,7437.5,3719.13835956918,16,1207,1
초등,베이커리,16,5,5384.615384615385,5037.313432835821,13,402,1
중등,분식,17,2,4500.0,4522.857142857143,8,525,1
중등,베이커리,16,1,7884.615384615385,5090.848806366048,13,754,1
초등,분식,19,5,5300.0,3644.4444444444443,30,945,1
초등,카페디저트,12,0,4758.620689655172,4801.003344481605,29,299,1
중등,한식,17,5,7523.809523809524,7087.786259541985,21,262,0
초등,한식,17,0,4952.380952380952,7569.583931133429,21,697,0
고등,한식,19,2,7529.411764705882,9967.548076923076,17,416,1
초등,한식,16,1,6258.620689655172,8870.967741935483,29,124,1
기타,한식,12,0,6021.739130434783,12103.448275862069,23,58,0
기타,한식,13,1,6442.307692307692,11117.021276595744,26,47,0
고등,분식,18,3,6875.0,3719.13835956918,16,1207,1
기타,한식,16,2,6375.0,9072.319201995013,16,401,0
고등,카페디저트,17,2,7210.526315789473,4930.513595166163,19,331,1
중등,분식,15,4,6068.181818181818,3881.5261044176705,22,1245,1
기타,마트,8,0,6411.764705882353,5222.323049001815,34,551,0
중등,분식,15,2,6595.238095238095,4002.249718785152,21,889,1
고등,카페디저트,20,3,9227.272727272728,5941.605839416058,11,137,0
고등,카페디저트,19,6,7142.857142857143,4407.942238267148,14,277,0
초등,분식,17,3,7000.0,3881.5261044176705,18,1245,1
초등,분식,15,3,6791.666666666667,3719.13835956918,24,1207,1
초등,베이커리,13,2,4760.869565217391,3131.8289786223277,23,421,0
기타,카페디저트,13,1,5711.538461538462,3795.343137254902,26,408,1
중등,패스트푸드,20,6,5944.444444444444,5375.0,18,788,1
초등,분식,13,1,7500.0,3719.13835956918,13,1207,0
중등,분식,13,2,6214.285714285715,3719.13835956918,21,1207,1
초등,분식,16,0,5378.787878787879,4370.192307692308,33,208,0
초등,마트,19,3,4941.176470588235,5222.323049001815,34,551,1
초등,분식,17,6,5380.0,4522.857142857143,25,525,0
초등,카페디저트,13,0,4796.2962962962965,5360.429447852761,27,326,0
중등,한식,18,3,6608.695652173913,9296.296296296296,23,54,0
고등,베이커리,19,5,8468.75,2909.365558912387,16,331,1
초등,분식,20,5,5600.0,3883.8582677165355,20,254,0
중등,분식,19,5,6289.473684210527,3881.5261044176705,19,1245,1
중등,카페디저트,17,6,5000.0,3245.4545454545455,21,110,1
초등,편의점,16,1,5040.0,2597.3154362416108,25,298,1
초등,베이커리,17,6,5187.5,5550.802139037433,24,187,0
고등,일식,18,1,8571.42857142857,9984.797297297297,21,296,1
초등,패스트푸드,8,0,6044.117647058823,6192.37012987013,34,616,0
초등,베이커리,15,5,4760.0,2896.6244725738397,25,237,0
중등,카페디저트,20,0,6058.823529411765,4020.0,17,275,1
고등,중식,19,1,9125.0,8335.616438356165,12,73,0
중등,한식,19,4,7444.444444444444,12027.60736196319,9,163,1
초등,베이커리,16,2,5547.619047619048,3775.4820936639117,21,363,0
초등,분식,16,3,6703.448275862069,4837.912087912088,29,364,0
초등,한식,16,2,5129.032258064516,9761.538461538461,31,65,1
초등,한식,16,1,5058.823529411765,8306.451612903225,17,62,1
중등,카페디저트,16,0,6919.354838709677,4866.541353383459,31,266,0
중등,일식,16,0,8812.5,12033.527696793002,8,343,1
중등,일식,19,0,7250.0,8928.315412186379,18,279,1
초등,편의점,18,5,3761.904761904762,2534.013605442177,21,294,1
초등,카페디저트,13,3,9812.5,5808.1841432225065,8,782,1
초등,분식,13,2,6681.818181818182,3719.13835956918,22,1207,1
중등,카페디저트,13,5,6928.571428571428,4387.921653971708,28,919,0
중등,카페디저트,17,4,4814.814814814815,4245.098039215686,27,357,1
초등,분식,15,1,5193.548387096775,4770.516717325228,31,329,0
중등,한식,20,6,6517.857142857143,8170.103092783505,28,97,1
고등,카페디저트,20,5,6419.354838709677,4875.0,31,308,1
초등,패스트푸드,13,5,4590.0,8526.073619631901,30,326,0
중등,분식,16,6,6363.636363636364,4522.857142857143,11,525,0
초등,카페디저트,16,6,5821.428571428572,4325.949367088608,14,948,1
초등,분식,18,6,7047.619047619048,3881.5261044176705,21,1245,0
초등,패스트푸드,12,3,4941.176470588235,5953.91061452514,17,358,1
중등,카페디저트,17,0,5865.384615384615,4564.9819494584835,26,277,0
초등,중식,16,5,6095.238095238095,8267.313019390582,21,361,1
중등,한식,7,1,6833.333333333333,8914.179104477613,21,134,1
중등,분식,12,4,6592.592592592592,4522.857142857143,27,525,1
중등,카페디저트,17,3,6568.9655172413795,4787.465940054496,29,367,1
기타,한식,17,1,6642.857142857143,9541.07142857143,14,280,1
중등,베이커리,18,0,6896.551724137931,4627.9826464208245,29,461,1
중등,일식,18,3,9718.75,12033.527696793002,16,343,1
고등,카페디저트,20,3,5157.894736842105,4801.003344481605,19,299,0
초등,편의점,15,3,5844.0,2069.8234349919744,25,623,0
초등,분식,12,3,4595.0,4740.116279069767,20,860,0
초등,분식,15,6,3617.6470588235293,3679.663608562691,17,654,1
고등,중식,18,5,7700.0,8033.56890459364,20,283,1
중등,카페디저트,16,6,5800.0,4930.513595166163,10,331,1
중등,중식,19,4,6525.0,8033.56890459364,20,283,1
초등,중식,13,6,6980.0,11018.867924528302,25,53,0
초등,베이커리,16,3,5980.0,4903.409090909091,25,88,0
중등,분식,16,1,6122.222222222223,4837.912087912088,36,364,0
초등,패스트푸드,20,4,5678.571428571428,6192.37012987013,14,616,0
고등,중식,19,6,7575.0,8139.423076923077,20,104,0
초등,분식,15,2,4313.636363636364,3650.4854368932038,22,206,1
고등,마트,12,0,6652.173913043478,5222.323049001815,23,551,1
초등,편의점,8,6,4370.967741935484,2597.3154362416108,31,298,1
초등,한식,15,1,5809.523809523809,7976.525821596244,21,426,1
고등,한식,18,4,8240.0,7264.619883040936,25,342,0
고등,중식당,13,4,8566.666666666666,8169.4915254237285,15,177,1
초등,베이커리,17,0,4375.0,2977.832512315271,4,203,0
초등,한식,15,5,5785.714285714285,9967.548076923076,21,416,0
초등,편의점,12,6,3442.8571428571427,2069.8234349919744,14,623,0
초등,분식,16,3,5335.4838709677415,3650.4854368932038,31,206,0
초등,한식,7,6,6083.333333333333,8172.588832487309,24,197,1
중등,중식,15,6,6166.666666666667,8028.761061946902,9,226,0
기타,카페디저트,18,3,6642.857142857143,4539.156626506024,14,332,1
중등,일식,13,0,6740.0,11978.632478632479,20,117,0
중등,중식,12,0,6863.636363636364,7112.299465240641,11,187,1
중등,분식,18,4,6425.925925925926,3881.5261044176705,27,1245,1
초등,분식,17,1,6565.217391304348,3719.13835956918,23,1207,0
고등,카페디저트,19,4,6823.529411764706,4875.0,34,308,0
초등,분식,13,5,5193.548387096775,4770.516717325228,31,329,0
중등,분식,15,3,6785.714285714285,4002.249718785152,21,889,0
초등,한식,15,4,7954.545454545455,7976.525821596244,22,426,0
초등,베이커리,16,4,5500.0,4262.962962962963,19,405,1
초등,한식,17,1,3372.972972972973,8000.0,37,192,1
초등,분식,15,6,4288.461538461538,5007.751937984496,26,516,0
고등,카페디저트,12,0,6351.851851851852,4875.0,27,308,1
고등,중식,19,1,10347.826086956522,10270.833333333334,23,216,0
고등,베이커리,19,6,8333.333333333334,4627.9826464208245,24,461,1
중등,카페디저트,12,3,6064.705882352941,5173.031496062992,17,508,0
초등,분식,16,5,5296.428571428572,4922.945205479452,28,292,0
중등,마트,17,1,6150.0,7731.21387283237,20,173,1
고등,카페디저트,17,5,8780.0,4539.787798408488,25,377,0
초등,기타,12,6,5693.548387096775,7528.735632183908,31,87,1
초등,패스트푸드,12,3,6000.0,8250.0,16,678,0
초등,일식,13,2,5083.333333333333,8928.315412186379,30,279,1
중등,분식,16,3,6923.076923076923,4171.130952380952,13,336,0
중등,분식,20,5,6769.2307692307695,2676.950998185118,13,551,0
중등,일식,19,2,5575.0,11401.960784313726,20,408,0
중등,분식,17,1,5589.285714285715,3845.3237410071943,28,278,0
고등,양식,19,0,7500.0,8544.262295081968,24,610,1
고등,양식,13,0,7851.851851851852,8676.767676767677,27,99,1
초등,한식,15,5,6867.857142857143,7745.1612903225805,28,155,1
초등,분식,12,5,6024.0,5954.397394136808,25,307,0
초등,한식,17,1,5258.064516129032,8182.5842696629215,31,178,1
고등,카페디저트,20,6,6704.545454545455,4801.003344481605,22,299,1
고등,한식,20,1,8156.25,10445.054945054944,16,91,0
초등,분식,16,3,4077.777777777778,5954.397394136808,18,307,1
고등,카페디저트,16,2,7100.0,6429.203539823009,25,226,1
중등,베이커리,20,2,5403.846153846154,4483.957219251337,26,187,1
중등,카페디저트,16,3,6854.545454545455,2656.5891472868216,11,258,1
중등,카페디저트,16,4,7166.666666666667,4238.993710691824,15,318,1
중등,일식,16,6,6590.909090909091,7761.290322580645,22,775,0
초등,분식,15,0,7305.555555555556,3723.9077669902913,18,824,0
중등,일식,8,4,6300.0,7761.290322580645,15,775,0
초등,베이커리,17,0,5678.571428571428,5090.848806366048,28,754,0
중등,카페디저트,17,4,7361.111111111111,5498.251748251748,18,286,1
중등,분식,16,2,6125.0,3719.13835956918,24,1207,0
고등,한식,17,6,7625.0,9760.869565217392,24,69,1
중등,한식,13,3,7038.461538461538,8873.75415282392,26,301,0
중등,한식,18,6,5181.818181818182,7880.5970149253735,22,67,1
중등,카페디저트,17,1,5578.125,4539.156626506024,32,332,0
중등,분식,20,6,6454.545454545455,4187.5,11,248,0
고등,카페디저트,19,2,7150.0,6505.576208178439,20,269,0
중등,분식,16,1,4823.529411764706,4756.965944272446,17,323,0
고등,일식,19,1,8636.363636363636,8567.796610169491,22,531,0
중등,베이커리,15,0,6500.0,5600.0,15,355,1
초등,분식,18,5,5700.0,2676.950998185118,20,551,0
고등,양식,19,3,8235.29411764706,11168.60465116279,17,172,1
초등,일식,17,4,8062.5,12033.527696793002,8,343,1
고등,일식,18,5,6952.173913043478,10314.814814814816,23,135,1
고등,카페디저트,18,3,7884.615384615385,3837.3493975903616,26,83,1
중등,카페디저트,17,1,6285.714285714285,4564.9819494584835,14,277,0
중등,양식,12,0,7050.0,10215.686274509804,10,51,1
초등,중식,19,5,5514.705882352941,8457.142857142857,34,70,1
초등,편의점,17,6,5044.444444444444,2069.8234349919744,27,623,0
고등,한식,15,6,9050.0,11863.387978142076,10,183,0
기타,한식,13,3,6913.793103448276,8776.073619631901,29,163,0
초등,베이커리,19,6,5653.846153846154,4850.267379679144,13,187,0
고등,카페디저트,18,3,6558.823529411765,4875.0,17,308,0
중등,카페디저트,20,6,6071.428571428572,5112.244897959184,14,98,0
초등,중식,12,5,5336.363636363636,7112.299465240641,22,187,0
중등,베이커리,15,2,6722.222222222223,4629.201680672269,18,476,1
기타,분식,12,6,4740.0,5007.751937984496,25,516,0
중등,카페디저트,17,3,6090.909090909091,6053.846153846154,22,260,1
초등,분식,12,4,5795.454545454545,4881.4387211367675,22,1126,0
중등,분식,17,0,6138.888888888889,3644.4444444444443,18,945,1
초등,베이커리,15,0,7863.636363636364,5550.802139037433,11,187,0
고등,카페디저트,18,5,6839.285714285715,3299.2700729927005,28,137,0
초등,패스트푸드,12,2,4351.851851851852,5920.833333333333,27,480,0
중등,베이커리,12,0,6854.8387096774195,4549.82206405694,31,281,1
초등,카페디저트,12,2,5021.739130434783,4539.156626506024,23,332,1
기타,분식,17,4,5928.571428571428,3845.3237410071943,21,278,0
중등,베이커리,12,5,5913.793103448276,2909.365558912387,29,331,1
고등,중식,19,4,7026.315789473684,8267.313019390582,19,361,0
고등,편의점,17,0,5484.615384615385,2568.3520599250937,26,534,1
중등,패스트푸드,13,6,6796.2962962962965,5953.91061452514,27,358,0
초등,분식,16,3,6020.0,3634.8039215686276,25,204,0
초등,패스트푸드,15,6,5953.125,8250.0,32,678,0
초등,베이커리,15,2,5293.103448275862,5037.313432835821,29,402,0
기타,베이커리,13,1,5951.612903225807,5097.744360902256,31,266,1
초등,한식,12,5,5557.142857142857,8375.0,35,84,1
고등,카페디저트,17,2,7346.153846153846,4875.0,13,308,0
초등,한식,16,2,6142.857142857143,9072.319201995013,28,401,1
중등,한식,20,3,7695.0,9255.681818181818,20,88,1
초등,분식,12,0,6300.0,3644.4444444444443,15,945,0
초등,분식,13,6,5250.0,3989.0510948905107,20,137,1
초등,분식,16,4,5375.0,4171.130952380952,24,336,1
중등,분식,12,2,4908.0,4740.116279069767,25,860,1
중등,한식,13,3,6706.896551724138,9072.319201995013,29,401,0
고등,베이커리,13,5,7142.857142857143,5600.0,14,355,1
중등,분식,17,5,6125.0,2676.950998185118,12,551,0
중등,양식,16,6,7326.086956521739,8544.262295081968,23,610,1
중등,분식,17,3,6031.25,4370.192307692308,16,208,0
중등,양식,20,2,9357.142857142857,11168.60465116279,7,172,0
초등,분식,16,3,6000.0,3881.5261044176705,24,1245,1
고등,한식,16,1,8433.333333333334,8985.59670781893,15,243,0
초등,패스트푸드,16,1,5605.263157894737,6192.37012987013,19,616,0
초등,분식,16,0,4590.0,4821.808510638298,30,188,0
고등,베이커리,15,5,6772.727272727273,4262.962962962963,11,405,1
기타,중식,19,2,4321.428571428572,6912.5,14,80,0
초등,양식,18,6,7642.857142857143,9716.04938271605,7,81,0
초등,분식,17,4,5261.9047619047615,4171.130952380952,21,336,1
초등,분식,13,1,5557.692307692308,5343.373493975903,26,249,1
중등,일식,16,0,8285.714285714286,8641.509433962265,14,530,1
중등,일식,15,1,7285.714285714285,13115.384615384615,21,91,1
기타,분식,12,4,7354.166666666667,4922.945205479452,24,292,0
중등,카페디저트,19,5,5678.571428571428,5500.0,14,109,1
초등,카페디저트,12,2,7411.764705882353,4777.777777777777,17,162,0
고등,한식,18,1,7874.193548387097,7905.857740585774,31,239,0
중등,카페디저트,15,2,7650.0,4539.787798408488,20,377,1
초등,한식,7,3,5533.333333333333,12103.448275862069,15,58,1
초등,패스트푸드,15,6,5443.75,8526.073619631901,32,326,0
초등,한식,12,1,7650.0,7905.857740585774,10,239,1
초등,베이커리,13,6,5953.125,3553.8922155688624,32,167,1
중등,베이커리,17,1,6000.0,2643.076923076923,16,325,1
초등,카페디저트,15,5,7978.260869565217,5026.785714285715,23,112,1
고등,베이커리,18,6,5785.714285714285,5123.076923076923,21,195,1
고등,한식,13,0,7906.25,9559.171597633136,16,169,1
기타,카페디저트,18,4,6296.2962962962965,4875.0,27,308,0
고등,일식,16,3,5762.5,8706.697459584295,16,433,1
초등,한식,16,6,4684.0,8111.328125,25,256,1
중등,카페디저트,19,3,7869.565217391304,4495.575221238938,23,113,1
고등,한식,17,3,8022.222222222223,8413.24200913242,27,219,0
중등,일식,16,5,6029.411764705882,8928.315412186379,34,279,0
초등,카페디저트,20,3,6060.0,4787.465940054496,25,367,1
초등,분식,8,4,6025.0,4881.4387211367675,20,1126,0
중등,마트,18,6,6777.777777777777,5222.323049001815,9,551,0
고등,일식,18,2,6674.193548387097,10140.718562874252,31,167,0
중등,베이커리,16,5,6369.565217391304,4212.5,23,560,1
중등,일식,17,5,7458.333333333333,9984.797297297297,24,296,1
고등,한식,13,1,9388.888888888889,12000.0,9,78,0
초등,편의점,15,4,4175.0,2534.013605442177,20,294,0
초등,분식,16,5,4750.0,4881.4387211367675,24,1126,1
초등,카페디저트,15,0,3500.0,4862.416107382551,18,298,1
중등,카페디저트,12,4,6022.222222222223,3299.2700729927005,18,137,0
중등,아시안,13,2,6038.461538461538,8282.312925170068,13,147,1
중등,중식,17,3,6705.882352941177,8267.313019390582,17,361,1
고등,한식,16,0,10156.25,9621.212121212122,16,132,0
초등,중식,17,4,6500.0,12948.57142857143,13,175,1
고등,패스트푸드,19,0,7368.421052631579,5920.833333333333,19,480,0
중등,패스트푸드,15,4,6676.470588235294,6192.37012987013,17,616,1
중등,한식,16,2,7040.0,8500.0,25,93,1
고등,한식,18,4,6613.636363636364,9255.681818181818,22,88,0
고등,일식,18,6,7193.548387096775,8706.697459584295,31,433,0
기타,분식,12,0,6761.9047619047615,4740.116279069767,21,860,1
고등,카페디저트,15,5,7150.0,5750.7836990595615,20,319,0
중등,한식,17,4,7586.95652173913,9061.83745583039,23,283,0
중등,분식,17,3,5740.740740740741,3644.4444444444443,27,945,1
